Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
613,22,female,2,rent,little,little,3632,24,car,good
689,31,male,2,own,rich,little,3651,12,car,good
98,36,male,2,own,little,moderate,2337,36,radio/TV,good
30,36,male,2,own,rich,moderate,1913,18,business,good
173,33,male,2,own,little,moderate,1414,8,radio/TV,good
838,63,male,2,own,little,little,2957,24,car,good
982,28,female,3,own,moderate,rich,2923,21,car,good
296,20,female,2,rent,,,4675,12,car,good
20,48,male,2,own,little,,2134,9,car,good
913,28,male,2,own,rich,,2142,11,business,good
535,33,male,2,rent,little,rich,2319,21,education,bad
926,21,female,2,rent,little,little,1049,18,furniture/equipment,good
409,28,male,2,own,quite rich,rich,939,12,car,bad
846,68,male,2,rent,,,6761,18,car,bad
479,44,male,2,own,little,little,1478,15,furniture/equipment,good
107,32,male,2,own,little,moderate,6078,12,car,good
82,24,female,1,rent,moderate,,1568,18,business,good
883,65,female,0,own,little,,1098,18,radio/TV,good
118,23,female,2,own,quite rich,little,4281,33,furniture/equipment,bad
679,26,female,2,own,little,,1453,18,radio/TV,good
527,42,male,1,own,little,,1503,4,radio/TV,good
509,45,male,3,own,moderate,,8588,39,car,good
844,47,male,2,own,little,,3422,18,furniture/equipment,good
987,64,female,2,own,moderate,,1409,13,radio/TV,good
867,42,male,2,own,little,,3331,12,furniture/equipment,good
851,43,male,2,own,,,4042,24,car,good
329,28,male,2,own,little,moderate,1068,6,radio/TV,good
361,37,male,3,own,,rich,3399,12,radio/TV,good
842,23,female,2,own,little,,1943,18,repairs,bad
571,38,male,2,own,little,,5954,30,radio/TV,good
936,28,female,1,own,little,rich,745,9,radio/TV,bad
93,20,male,2,rent,,rich,3617,24,furniture/equipment,good
620,27,male,2,own,little,moderate,3652,21,business,good
751,23,female,1,own,little,little,976,18,car,bad
958,45,male,1,own,little,little,4006,28,car,bad
95,58,male,2,rent,little,moderate,15945,54,business,bad
335,44,male,3,rent,little,little,3384,6,furniture/equipment,bad
200,52,male,2,own,quite rich,,936,9,education,good
278,32,female,2,own,little,,4611,6,furniture/equipment,bad
108,30,female,2,own,,little,7721,24,furniture/equipment,good
861,28,male,2,own,little,,2169,18,business,bad
778,38,male,3,own,rich,,5711,36,car,good
610,22,female,2,own,moderate,little,741,12,domestic appliances,bad
673,24,male,2,own,quite rich,,2080,6,car,good
910,34,female,2,own,little,,4454,36,radio/TV,good
35,25,male,1,own,little,moderate,4746,45,radio/TV,bad
988,29,male,3,free,little,little,6579,24,car,good
651,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad
662,50,male,2,own,little,,2241,21,furniture/equipment,good
11,24,female,2,rent,little,little,4308,48,business,bad
716,40,male,2,own,,,3077,30,radio/TV,good
530,32,male,2,own,little,moderate,2273,36,education,good
184,36,male,2,own,little,moderate,884,18,car,bad
773,52,male,2,own,moderate,,2223,24,radio/TV,good
547,32,male,2,own,little,,1552,24,radio/TV,good
758,31,male,2,own,little,,1393,24,car,good
228,22,male,2,own,little,,1478,9,radio/TV,bad
822,41,male,2,own,little,little,2712,36,furniture/equipment,bad
457,35,male,2,free,little,little,3386,12,car,bad
639,26,male,2,own,little,little,4370,42,radio/TV,bad
236,23,male,0,own,,moderate,14555,6,car,bad
144,23,female,2,own,little,,2288,21,furniture/equipment,good
189,33,female,2,own,little,moderate,3244,18,furniture/equipment,good
362,36,female,2,own,little,rich,2247,12,car,good
697,38,female,0,own,little,,926,12,car,good
805,24,male,2,own,little,little,9271,36,car,bad
862,35,female,2,own,little,little,2439,24,radio/TV,bad
997,38,male,2,own,little,,804,12,radio/TV,good
518,43,male,2,own,moderate,little,1203,6,car,good
324,36,female,2,own,little,,1028,18,car,good
366,27,male,2,own,little,,3850,18,car,good
648,38,male,2,free,little,rich,947,24,car,bad
286,26,male,2,own,little,little,4788,48,car,good
316,38,male,1,own,little,little,708,12,furniture/equipment,good
880,38,male,3,own,little,,7814,24,car,good
873,24,female,2,own,,,874,15,domestic appliances,good
552,34,male,2,own,little,little,6999,48,radio/TV,bad
964,22,male,1,own,little,moderate,454,6,repairs,good
901,44,male,2,own,,,3485,20,car,good
463,38,male,2,own,,moderate,754,12,education,good
470,22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad
295,26,female,2,own,little,moderate,9960,48,furniture/equipment,bad
911,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad
17,25,male,2,own,,little,8072,30,business,good
647,26,female,2,own,quite rich,,1386,12,car,bad
201,27,male,1,own,little,little,1168,12,car,good
999,27,male,2,own,moderate,moderate,4576,45,car,good
116,30,female,3,own,,little,7174,42,radio/TV,bad
484,44,male,2,own,quite rich,,1163,12,car,good
536,75,female,3,own,,little,1374,6,car,good
704,32,female,2,own,little,moderate,2528,27,business,good
677,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
587,21,male,1,own,little,little,1289,12,furniture/equipment,good
308,24,female,2,own,little,moderate,1237,8,furniture/equipment,bad
265,37,male,2,own,little,moderate,802,15,radio/TV,bad
63,25,male,2,own,little,moderate,14421,48,business,bad
193,29,male,2,rent,little,,2108,6,radio/TV,good
573,22,female,1,own,little,little,806,15,business,good
33,57,male,1,rent,,,1264,12,business,good
663,35,male,3,own,little,moderate,1050,6,furniture/equipment,good
523,23,female,2,own,moderate,,3488,24,car,good
156,48,male,2,own,moderate,little,1288,9,repairs,good
700,29,female,1,rent,quite rich,,1123,12,furniture/equipment,bad
878,27,male,3,free,little,little,1422,9,car,bad
274,34,male,1,own,little,little,11998,30,repairs,bad
874,29,male,1,own,little,little,3590,12,furniture/equipment,good
740,32,male,2,own,moderate,little,2325,24,car,good
202,26,male,2,own,little,,5117,27,business,good
405,22,male,2,own,little,moderate,2039,24,radio/TV,bad
575,24,female,2,own,little,,2788,15,furniture/equipment,good
135,38,female,2,own,,,1240,12,radio/TV,good
106,39,male,3,own,little,,6458,18,car,bad
346,23,male,2,own,little,moderate,882,13,radio/TV,good
427,46,male,2,own,rich,,1149,18,radio/TV,good
435,25,male,2,own,,moderate,1484,12,radio/TV,bad
5,35,male,1,free,,,9055,36,education,good
559,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
448,55,female,3,own,,rich,1424,12,furniture/equipment,good
567,34,male,2,own,rich,,2578,24,radio/TV,good
981,33,male,3,rent,little,,4844,48,business,bad
912,25,female,2,own,,moderate,2991,30,radio/TV,good
797,22,female,1,rent,little,,1258,12,furniture/equipment,good
922,22,female,2,rent,little,little,1366,9,radio/TV,bad
828,47,male,2,free,,little,8335,36,car,bad
315,31,male,2,own,little,little,2746,36,furniture/equipment,bad
682,33,male,2,own,little,,1478,15,radio/TV,good
656,41,male,1,own,little,moderate,888,12,car,bad
331,30,female,2,own,moderate,,1864,18,education,bad
159,34,male,1,own,,,1898,6,radio/TV,good
671,31,male,2,own,moderate,,5742,36,business,good
711,35,female,2,free,little,little,1198,6,education,bad
538,42,male,3,free,little,little,7763,48,car,bad
669,47,male,2,own,little,rich,3017,30,radio/TV,good
443,41,male,1,own,little,,719,12,education,bad
493,38,male,2,own,,moderate,368,6,radio/TV,good
81,47,male,2,own,quite rich,,1213,15,radio/TV,good
855,33,male,2,own,moderate,,1474,24,car,good
957,37,male,1,own,little,moderate,1154,9,radio/TV,good
717,32,male,3,free,little,,1505,18,radio/TV,good
570,23,female,1,rent,little,little,3234,24,furniture/equipment,bad
760,59,female,2,own,,,5045,15,car,good
994,50,male,2,own,,,2390,12,car,good
884,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
993,30,male,3,own,little,little,3959,36,furniture/equipment,good
396,55,female,3,free,little,little,2578,12,furniture/equipment,good
7,35,male,3,rent,little,moderate,6948,36,car,good
259,57,female,1,own,moderate,,1154,11,radio/TV,good
179,65,male,2,own,little,little,571,21,car,good
512,26,male,2,rent,little,rich,2687,15,business,good
612,29,female,2,own,rich,little,3357,21,radio/TV,good
909,33,female,1,own,,moderate,3195,9,car,good
273,28,male,2,own,little,moderate,3060,48,radio/TV,bad
387,40,male,3,own,little,moderate,7374,18,furniture/equipment,good
454,31,male,2,own,little,little,4817,24,car,bad
412,42,male,3,own,little,,2292,12,business,bad
664,50,female,1,own,little,rich,1047,6,education,good
826,33,female,2,rent,little,little,3966,18,car,bad
245,25,male,2,own,little,,1258,24,business,good
863,32,male,1,own,rich,,4526,27,furniture/equipment,good
15,32,female,1,own,moderate,little,1282,24,radio/TV,bad
616,27,male,3,free,,moderate,9157,60,radio/TV,good
500,27,female,2,own,little,little,3123,24,car,bad
720,34,male,3,own,little,rich,1337,9,radio/TV,bad
898,33,female,1,rent,,,2186,15,furniture/equipment,good
510,26,male,2,own,little,little,759,12,car,bad
375,37,female,2,rent,little,little,7685,48,business,bad
837,23,female,1,rent,little,,601,4,furniture/equipment,good
599,32,male,2,free,little,,3863,24,business,good
973,36,male,2,rent,little,little,7297,60,business,bad
206,43,male,2,own,little,,1935,12,furniture/equipment,good
148,28,male,2,own,little,little,5371,36,furniture/equipment,good
232,35,male,2,own,moderate,,2141,12,radio/TV,good
49,28,female,2,own,moderate,,2073,12,radio/TV,good
893,34,male,2,own,little,moderate,5800,36,car,good
806,26,male,1,own,little,moderate,590,6,radio/TV,good
954,29,female,2,own,little,little,1893,12,car,good
472,28,male,1,own,little,little,654,9,car,bad
600,45,female,2,own,little,moderate,2329,7,radio/TV,good
221,23,female,2,rent,,little,1200,12,education,good
209,55,male,2,own,rich,,1413,12,car,good
764,27,male,2,own,moderate,,2463,24,car,good
666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good
531,28,female,2,rent,moderate,moderate,2631,15,car,bad
292,44,female,3,free,little,little,6419,24,car,good
487,62,female,2,free,little,,3757,24,car,good
446,34,female,2,own,little,little,1842,36,car,bad
555,22,male,2,own,little,moderate,1331,12,radio/TV,bad
32,30,male,2,own,moderate,moderate,5866,18,car,good
452,34,male,2,own,little,,2759,12,furniture/equipment,good
205,38,male,3,free,little,little,10623,30,car,good
51,30,male,3,own,little,moderate,5965,27,car,good
660,23,male,2,rent,little,rich,1297,12,radio/TV,good
661,23,male,2,own,,little,900,12,car,bad
1,22,female,2,own,little,moderate,5951,48,radio/TV,bad
777,25,female,2,own,little,little,3509,18,radio/TV,good
890,43,male,3,own,little,little,2442,27,business,good
968,29,male,2,rent,,,7166,42,radio/TV,good
665,27,male,3,own,little,,6314,24,vacation/others,good
215,39,female,1,own,,moderate,932,6,education,good
473,36,male,3,own,,,1238,6,education,good
53,31,male,2,own,,,3378,18,car,good
94,54,male,2,own,rich,moderate,1318,12,car,good
216,31,male,2,own,little,little,3104,18,business,good
520,44,male,2,free,little,,5507,24,repairs,good
557,29,female,2,own,,,5003,21,car,bad
607,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
726,47,male,1,own,quite rich,,1316,15,radio/TV,good
246,52,male,2,own,little,,717,12,radio/TV,good
755,32,female,2,rent,,little,1285,24,car,bad
166,33,female,2,own,little,little,1131,18,furniture/equipment,bad
585,20,female,2,rent,little,little,2039,18,furniture/equipment,bad
546,37,female,2,own,little,,2022,24,car,good
183,50,male,2,own,rich,,3777,24,furniture/equipment,good
483,30,female,2,own,rich,,960,15,furniture/equipment,good
411,35,male,3,own,little,,7253,33,car,good
282,49,male,1,own,,rich,1445,18,radio/TV,good
713,25,male,1,own,little,little,1138,9,radio/TV,good
496,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad
306,24,female,1,rent,,,4811,30,car,good
424,25,female,2,own,,moderate,2762,12,furniture/equipment,bad
931,22,female,2,own,little,moderate,1670,9,radio/TV,bad
976,64,female,2,own,little,moderate,753,6,radio/TV,good
103,35,male,2,rent,little,moderate,1919,9,furniture/equipment,good
441,30,female,2,own,little,little,1620,12,furniture/equipment,good
318,32,male,2,own,little,,701,12,education,good
831,23,female,2,rent,little,little,1216,18,car,bad
860,27,male,2,own,rich,,5804,24,car,good
431,29,male,3,own,little,moderate,11328,24,vacation/others,bad
370,36,male,2,own,,,3079,36,car,good
550,23,female,2,own,,,996,12,repairs,good
790,39,female,2,own,little,moderate,1188,21,business,bad
434,25,male,2,own,little,little,2136,9,furniture/equipment,good
199,40,male,3,own,little,moderate,4297,18,furniture/equipment,bad
382,25,female,2,rent,,,1283,22,car,good
336,23,female,1,own,little,moderate,2101,13,radio/TV,good
636,28,female,2,own,quite rich,,1376,24,radio/TV,good
891,46,male,2,own,little,,1829,15,radio/TV,good
155,20,female,2,rent,little,little,1282,12,furniture/equipment,bad
55,26,male,1,own,,,783,6,car,good
946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
450,30,male,3,own,,,11054,36,car,good
476,24,male,2,own,quite rich,,2569,39,car,good
783,23,female,1,own,moderate,moderate,836,12,car,bad
99,36,male,3,rent,,moderate,7057,20,car,good
401,28,male,2,own,,moderate,1887,18,business,good
177,52,male,2,own,quite rich,little,338,6,radio/TV,good
606,74,male,3,own,little,,4526,24,business,good
611,48,female,1,free,moderate,rich,1240,10,car,bad
266,36,male,2,own,,,6304,36,business,good
235,30,male,3,own,little,little,1823,24,radio/TV,bad
302,37,male,1,own,,rich,1344,24,car,bad
649,40,male,1,rent,little,little,684,12,education,bad
972,29,female,0,rent,little,little,1193,24,car,bad
626,41,male,2,own,little,rich,2116,6,furniture/equipment,good
225,27,male,2,own,little,,2613,36,repairs,good
525,30,male,2,own,little,moderate,7966,26,car,good
753,25,female,2,own,little,,5771,30,radio/TV,good
44,58,female,1,free,little,little,6143,48,car,bad
667,27,female,2,own,little,,3609,48,business,good
219,64,female,2,own,little,,1364,10,car,good
839,46,male,2,own,little,,2611,24,radio/TV,good
603,28,female,3,own,little,,3349,36,furniture/equipment,bad
460,37,male,2,own,little,little,3620,36,furniture/equipment,good
102,24,female,2,own,little,,932,6,radio/TV,good
747,37,female,1,own,little,little,1274,12,car,bad
284,37,male,2,own,moderate,moderate,3878,24,car,good
169,31,male,2,own,little,moderate,1935,24,business,bad
856,40,female,2,own,,,894,10,education,good
655,22,male,2,free,little,little,3973,14,car,good
695,50,male,2,rent,quite rich,,1236,6,car,good
